timestamp,open,high,low,close,volume
2024-01-01T00:00:00Z,100.0,100.0501,99.95,100.0001,1000
2024-01-01T00:01:00Z,100.0001,100.074,99.9501,100.024,1000
2024-01-01T00:02:00Z,100.024,100.074,99.95207,100.00207,1000
2024-01-01T00:03:00Z,100.00207,100.05207,99.88082,99.93082,1000
2024-01-01T00:04:00Z,99.93082,99.98082,99.84445,99.89445,1000
2024-01-01T00:05:00Z,99.89445,99.94445,99.76511,99.81511,1000
2024-01-01T00:06:00Z,99.81511,99.86993,99.76511,99.81993,1000
2024-01-01T00:07:00Z,99.81993,99.97714,99.76993,99.92714,1000
2024-01-01T00:08:00Z,99.92714,99.97714,99.83777,99.88777,1000
2024-01-01T00:09:00Z,99.88777,99.93777,99.78813,99.83813,1000
2024-01-01T00:10:00Z,99.83813,99.92732,99.78813,99.87732,1000
2024-01-01T00:11:00Z,99.87732,99.95587,99.82732,99.90587,1000
2024-01-01T00:12:00Z,99.90587,99.9643,99.85587,99.9143,1000
2024-01-01T00:13:00Z,99.9143,99.9643,99.78986,99.83986,1000
2024-01-01T00:14:00Z,99.83986,99.88986,99.78752,99.83752,1000
2024-01-01T00:15:00Z,99.83752,99.94315,99.78752,99.89315,1000
2024-01-01T00:16:00Z,99.89315,99.94315,99.73561,99.78561,1000
2024-01-01T00:17:00Z,99.78561,99.83561,99.699,99.749,1000
2024-01-01T00:18:00Z,99.749,99.799,99.5469,99.5969,1000
2024-01-01T00:19:00Z,99.5969,99.6469,99.44374,99.49374,1000
2024-01-01T00:20:00Z,99.49374,99.54374,99.2964,99.3464,1000
2024-01-01T00:21:00Z,99.3464,99.3964,99.27759,99.32759,1000
2024-01-01T00:22:00Z,99.32759,99.37759,99.1762,99.2262,1000
2024-01-01T00:23:00Z,99.2262,99.2979,99.1762,99.2479,1000
2024-01-01T00:24:00Z,99.2479,99.31044,99.1979,99.26044,1000
2024-01-01T00:25:00Z,99.26044,99.31044,99.19548,99.24548,1000
2024-01-01T00:26:00Z,99.24548,99.29548,98.99414,99.04414,1000
2024-01-01T00:27:00Z,99.04414,99.09414,98.95105,99.00105,1000
2024-01-01T00:28:00Z,99.00105,99.05105,98.94717,98.99717,1000
2024-01-01T00:29:00Z,98.99717,99.05623,98.94717,99.00623,1000
2024-01-01T00:30:00Z,99.00623,99.05623,98.83382,98.88382,1000
2024-01-01T00:31:00Z,98.88382,98.93382,98.7956,98.8456,1000
2024-01-01T00:32:00Z,98.8456,98.8956,98.71732,98.76732,1000
2024-01-01T00:33:00Z,98.76732,98.81732,98.65261,98.70261,1000
2024-01-01T00:34:00Z,98.70261,98.83748,98.65261,98.78748,1000
2024-01-01T00:35:00Z,98.78748,98.83748,98.67288,98.72288,1000
2024-01-01T00:36:00Z,98.72288,98.77288,98.67028,98.72028,1000
2024-01-01T00:37:00Z,98.72028,98.84103,98.67028,98.79103,1000
2024-01-01T00:38:00Z,98.79103,98.84103,98.69434,98.74434,1000
2024-01-01T00:39:00Z,98.74434,98.79434,98.68541,98.73541,1000
2024-01-01T00:40:00Z,100.50331,100.60331,100.4,100.50191,1000
2024-01-01T00:41:00Z,100.46325,100.60228,100.36325,100.50228,1000
2024-01-01T00:42:00Z,100.54076,100.64076,100.35359,100.45359,1000
2024-01-01T00:43:00Z,100.52578,100.62578,100.4,100.50358,1000
2024-01-01T00:44:00Z,100.48076,100.66001,100.38076,100.56001,1000
2024-01-01T00:45:00Z,100.52287,100.62287,100.36402,100.46402,1000
2024-01-01T00:46:00Z,100.50224,100.6173,100.4,100.5173,1000
2024-01-01T00:47:00Z,100.49434,100.62049,100.39434,100.52049,1000
2024-01-01T00:48:00Z,100.498,100.62002,100.398,100.52002,1000
2024-01-01T00:49:00Z,100.54316,100.64316,100.37973,100.47973,1000
2024-01-01T00:50:00Z,100.50609,100.60609,100.3861,100.4861,1000
2024-01-01T00:51:00Z,100.50382,100.60382,100.36438,100.46438,1000
2024-01-01T00:52:00Z,100.48262,100.6,100.38262,100.49411,1000
2024-01-01T00:53:00Z,100.52696,100.63436,100.4,100.53436,1000
2024-01-01T00:54:00Z,100.46029,100.6,100.36029,100.47616,1000
2024-01-01T00:55:00Z,100.51941,100.61941,100.34023,100.44023,1000
2024-01-01T00:56:00Z,100.4861,100.6,100.3861,100.49708,1000
2024-01-01T00:57:00Z,100.53771,100.63771,100.4,100.52068,1000
2024-01-01T00:58:00Z,100.49018,100.6,100.38894,100.48894,1000
2024-01-01T00:59:00Z,100.49249,100.64571,100.39249,100.54571,1000
2024-01-01T01:00:00Z,100.54571,100.62571,99.55,99.8,1000
2024-01-01T01:01:00Z,99.8,100.2,99.85,100.15,1000
2024-01-01T01:02:00Z,100.25,101.45,100.2,101.35,1000
2024-01-01T01:03:00Z,101.4,102.3,101.3,102.2,1000
2024-01-01T01:04:00Z,102.2,102.5,102.0,102.35,1000
2024-01-01T01:05:00Z,102.35,102.6,102.1,102.2,1000
2024-01-01T01:06:00Z,102.1,102.2,100.7,101.1,1000
2024-01-01T01:07:00Z,101.1,101.17576,101.04,101.11576,1000
2024-01-01T01:08:00Z,101.11576,101.20146,101.05576,101.14146,1000
2024-01-01T01:09:00Z,101.14146,101.27967,101.08146,101.21967,1000
2024-01-01T01:10:00Z,101.21967,101.32001,101.15967,101.26001,1000
2024-01-01T01:11:00Z,101.26001,101.35423,101.20001,101.29423,1000
